date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:05:32	300199/300199	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-494a7%22	https://www.rodesk.com/assets//images/rodesk-sdn-memberships.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-sdn-memberships.jpg	(from https://www.rodesk.com/cases/service-design-network/)
14:05:32	313352/313352	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-4c808%22	https://www.rodesk.com/assets//images/rodesk-case-happy-people.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-case-happy-people.jpg	(from https://www.rodesk.com/cases/service-design-network/)
14:05:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Jun%202016%2021:05:33%20GMT	https://www.rodesk.com/contact	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/contact.2f.delayed	(from https://www.rodesk.com/cases/service-design-network/)
14:05:33	723/723	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b64-2d3%22	https://www.rodesk.com/assets//images/rodesk-jumbo-colorscheme.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-colorscheme.svg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:34	14319/14319	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b64-37ef%22	https://www.rodesk.com/assets//images/rodesk-jumbo-assets.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-assets.svg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:34	569638/569638	---M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-aj-TCsNb4Zo05%22	https://www.rodesk.com/app/assets/img-jumbo-visual.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/app/assets/img-jumbo-visual.jpg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:34	55449/55449	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b64-d899%22	https://www.rodesk.com/assets//images/rodesk-jumbo-ship.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-ship.svg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:34	29839/29839	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-748f%22	https://www.rodesk.com/assets//images/rodesk-jumbo-thankyou.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-thankyou.jpg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:35	257801/257801	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-3ef09%22	https://www.rodesk.com/assets//images/rodesk-jumbo-ipad.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-ipad.jpg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:35	0/-1	---M--	301	error ('')			https://www.rodesk.com/contact	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/contact.39.delayed	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:36	236261/236261	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-39ae5%22	https://www.rodesk.com/assets//images/rodesk-jumbo-posistionlist.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-posistionlist.jpg	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:36	326922/326922	---M--	200	added ('OK')	image/png	etag:%2257694b64-4fd0a%22	https://www.rodesk.com/assets//images/rodesk-jumbo-3layers.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-jumbo-3layers.png	(from https://www.rodesk.com/cases/jumbo-position-list/)
14:05:36	504608/504608	---M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-aj-49dEm_ehTw%22	https://www.rodesk.com/app/assets/Rodesk-bloc-studio-1.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/app/assets/Rodesk-bloc-studio-1.jpg	(from https://www.rodesk.com/cases/bloc/)
14:05:36	830/830	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b63-33e%22	https://www.rodesk.com/assets//images/rodesk-bloc-colorscheme.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-colorscheme.svg	(from https://www.rodesk.com/cases/bloc/)
14:05:37	3916/3916	---M--	200	added ('OK')	image/png	etag:%2257694b63-f4c%22	https://www.rodesk.com/assets//images/rodesk-bloc-journal.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-journal.png	(from https://www.rodesk.com/cases/bloc/)
14:05:37	52320/52320	---M--	200	added ('OK')	image/jpeg	etag:%2257694b63-cc60%22	https://www.rodesk.com/assets//images/rodesk-bloc-assets.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-assets.jpg	(from https://www.rodesk.com/cases/bloc/)
14:05:37	106749/106749	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-1a0fd%22	https://www.rodesk.com/assets//images/rodesk-bloc-menu.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-menu.jpg	(from https://www.rodesk.com/cases/bloc/)
14:05:38	96526/96526	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-1790e%22	https://www.rodesk.com/assets//images/rodesk-bloc-website.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-website.jpg	(from https://www.rodesk.com/cases/bloc/)
14:05:38	0/-1	---M--	301	error ('')			https://www.rodesk.com/contact	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/contact.43.delayed	(from https://www.rodesk.com/cases/bloc/)
14:05:39	291483/291483	---M--	200	added ('OK')	image/png	etag:%2257694b63-4729b%22	https://www.rodesk.com/assets//images/rodesk-bloc-3-layers.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-3-layers.png	(from https://www.rodesk.com/cases/bloc/)
14:05:39	367971/367971	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-59d63%22	https://www.rodesk.com/assets//images/rodesk-bloc-works.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-bloc-works.jpg	(from https://www.rodesk.com/cases/bloc/)
14:05:39	824/824	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b64-338%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-colorscheme.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-colorscheme.svg	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:40	10078/10078	---M--	200	added ('OK')	image/png	etag:%2257694b64-275e%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-home-mobile.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-home-mobile.png	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:40	7707/7707	---M--	200	added ('OK')	image/png	etag:%2257694b64-1e1b%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-assets.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-assets.png	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:41	222379/222379	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-364ab%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-ipad.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-ipad.jpg	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:41	38957/38957	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-982d%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-imac.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-imac.jpg	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:41	0/-1	---M--	301	error ('')			https://www.rodesk.com/contact	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/contact.4d.delayed	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:41	412160/412160	---M--	200	added ('OK')	image/jpeg	etag:%2257694b64-64a00%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-homepage.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-homepage.jpg	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:42	352277/352277	---M--	200	added ('OK')	image/png	etag:%2257694b64-56015%22	https://www.rodesk.com/assets//images/rodesk-dutchwhindwheel-3layers.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-dutchwhindwheel-3layers.png	(from https://www.rodesk.com/cases/dutch-windwheel/)
14:05:42	828/828	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b65-33c%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-colorscheme.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-colorscheme.svg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:42	5586/5586	---M--	200	added ('OK')	image/png	etag:%2257694b65-15d2%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-etalage.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-etalage.png	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:43	37618/37618	---M--	200	added ('OK')	image/jpeg	etag:%2257694b65-92f2%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-assets.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-assets.jpg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:43	380929/380929	---M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-aj-Fv9xyVMHwi%22	https://www.rodesk.com/app/assets/rodesk-vakantieboulevard.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/app/assets/rodesk-vakantieboulevard.jpg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:43	40533/40533	---M--	200	added ('OK')	image/jpeg	etag:%2257694b65-9e55%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-blogpost.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-blogpost.jpg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:44	125229/125229	---M--	200	added ('OK')	image/jpeg	etag:%2257694b65-1e92d%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-etalage-mobiel.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-etalage-mobiel.jpg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:44	87582/87582	---M--	200	added ('OK')	image/jpeg	etag:%2257694b65-1561e%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-website.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-website.jpg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:44	0/-1	---M--	301	error ('')			https://www.rodesk.com/contact	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/contact.57.delayed	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:44	625330/625330	---M--	200	added ('OK')	image/jpeg	etag:%2257694b65-98ab2%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-avontuurlijke-reizen.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-avontuurlijke-reizen.jpg	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:44	381798/381798	---M--	200	added ('OK')	image/png	etag:%2257694b65-5d366%22	https://www.rodesk.com/assets//images/rodesk-vakantieboulevard-3-layers.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-vakantieboulevard-3-layers.png	(from https://www.rodesk.com/cases/vakantieboulevard/)
14:05:44	821/821	---M--	200	added ('OK')	image/svg+xml	etag:%2257694b63-335%22	https://www.rodesk.com/assets//images/rodesk-anewspring-colorscheme.svg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-colorscheme.svg	(from https://www.rodesk.com/cases/anewspring/)
14:05:45	5957/5957	---M--	200	added ('OK')	image/png	etag:%2257694b63-1745%22	https://www.rodesk.com/assets//images/rodesk-anewspring-ipad.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-ipad.png	(from https://www.rodesk.com/cases/anewspring/)
14:05:45	5535/5535	---M--	200	added ('OK')	image/png	etag:%2257694b63-159f%22	https://www.rodesk.com/assets//images/rodesk-anewspring-assets.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-assets.png	(from https://www.rodesk.com/cases/anewspring/)
14:05:45	261259/261259	---M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-aj-j-wdHEV8KG%22	https://www.rodesk.com/app/assets/rodesk-a-newspring-e-learning.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/app/assets/rodesk-a-newspring-e-learning.jpg	(from https://www.rodesk.com/cases/anewspring/)
14:05:45	225059/225059	---M--	200	added ('OK')	image/jpeg	etag:%2257694b63-36f23%22	https://www.rodesk.com/assets//images/rodesk-anewspring-dashboard.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-dashboard.jpg	(from https://www.rodesk.com/cases/anewspring/)
14:05:45	28865/28865	---M--	200	added ('OK')	image/jpeg	etag:%2257694b63-70c1%22	https://www.rodesk.com/assets//images/rodesk-anewspring-trainingscroll.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-trainingscroll.jpg	(from https://www.rodesk.com/cases/anewspring/)
14:05:46	57022/57022	---M--	200	added ('OK')	image/jpeg	etag:%2257694b63-debe%22	https://www.rodesk.com/assets//images/rodesk-anewspring-angle.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-angle.jpg	(from https://www.rodesk.com/cases/anewspring/)
14:05:46	316442/316442	---M--	200	added ('OK')	image/jpeg	etag:%2257694b63-4d41a%22	https://www.rodesk.com/assets//images/rodesk-anewspring-trainingoverview.jpg	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-trainingoverview.jpg	(from https://www.rodesk.com/cases/anewspring/)
14:05:46	0/-1	---M--	301	error ('')			https://www.rodesk.com/contact	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/contact.61.delayed	(from https://www.rodesk.com/cases/anewspring/)
14:05:46	322770/322770	---M--	200	added ('OK')	image/png	etag:%2257694b63-4ecd2%22	https://www.rodesk.com/assets//images/rodesk-anewspring-3layers.png	/Users/gautam/Desktop/Tech/Flash/RoDesk/www.rodesk.com/assets/images/rodesk-anewspring-3layers.png	(from https://www.rodesk.com/cases/anewspring/)
